0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
-616.1367,73.989075,-5.612793,14.566868,4.5197744,-3.8280938,-7.030733,-8.178228,-13.892968,-3.1425695,-1.834738,-8.218003,1.089797,-5.707017,-2.9523382,2.3759913,-9.5676365,-3.492208,-3.0170002,-3.0321116,-6.996414,-0.15401089,-3.6122754,-5.599578,-3.2356381,-2.3165615,-6.1155367,0.2027955,-4.8352094,-1.3289825,-3.4197001,-3.182158,-3.0847428,-4.3597927,-4.9631405,-2.7922263,-2.9150476,-0.9229607,-2.413197,-0.96955585,happy
-601.02,73.71425,-7.1424994,18.018578,7.6638527,-1.9836946,-7.730342,-5.682049,-16.004135,-1.6102891,0.20392546,-7.506825,3.8738563,-4.734559,-2.7367141,3.6645715,-9.231105,-3.2308083,0.3701523,-2.0413218,-7.295741,-0.1675962,-4.3720727,-6.5829487,-0.73436046,-1.3135662,-4.246603,-0.7706638,-4.478012,-1.443535,-1.8944818,-4.020631,-1.9677854,-3.4679809,-3.627612,-1.8587618,-1.3443512,-2.3628929,-2.7604783,-1.1814468,happy
-624.1426,73.20094,-2.9849498,15.253688,2.0333548,-0.27825764,-6.6547213,-8.612391,-16.168875,-3.934197,2.776278,-8.272647,2.255594,-4.7822733,-0.72194105,1.905955,-7.9459333,-2.3812857,-1.1908723,-3.9018836,-5.922452,-2.3207674,-2.8354514,-4.452953,-2.9136245,-0.5198486,-6.052693,1.4038391,-3.197667,-0.87107706,-2.8846624,-2.7405617,-2.8686135,-4.4013195,-4.2753286,-2.1497471,-2.0675008,-1.4099271,-4.3288116,-2.6689923,happy
-607.8641,69.66942,-0.6958228,21.83348,2.0618675,-0.17839289,-3.9301245,-8.634003,-17.164713,-5.271437,0.26509506,-6.399935,2.6937387,-5.658616,-1.4491725,1.0056697,-9.389977,-3.1343074,-1.9691656,-3.5088248,-7.084035,-2.034724,-3.3759427,-5.4316835,-3.6853797,0.09807889,-7.9559793,0.37868947,-4.865133,-0.81707686,-3.7811697,-2.7363658,-3.5359168,-3.6825576,-4.62905,-2.297451,-2.856305,-3.025558,-5.6505446,-2.42604,happy
-559.3498,59.434597,-7.3483286,6.731324,-1.6105076,-1.6446792,-15.297956,-10.8014145,-12.724634,-10.259271,-0.9808684,-8.853123,-2.5251474,-4.815952,-7.831819,-0.68551916,-9.563294,-4.2543454,-3.7189462,-6.3081384,-6.753067,-3.718763,-5.278647,-6.0989165,-4.402852,-1.802731,-2.3074837,3.2584708,0.96996516,0.8144748,-2.7980423,-1.4597548,-1.7789574,1.6586229,1.4441357,6.1974277,2.7241244,0.920712,-1.577102,-0.9087698,happy
-525.63245,65.39656,-13.422567,7.1148386,2.4793036,-2.8943148,-13.134978,-8.312349,-17.194006,-9.487421,3.260013,-9.445167,-1.7099078,-2.5320833,-7.8684645,0.45009577,-8.710568,-6.7232747,-2.7868094,-5.5558443,-7.425419,-4.9995346,-4.182294,-5.460987,-2.7530377,1.0446012,-5.2807765,0.8361201,-1.131618,-3.0014799,-1.3383193,1.9318854,1.0149283,1.7291298,-0.40419182,4.946807,4.886823,6.3893833,2.1026235,0.05458685,happy
-460.33026,63.159615,-13.468572,9.937035,-0.075393796,-3.2403307,-13.818609,-12.049685,-23.861622,-6.4673862,-0.10421712,-12.272019,0.17549779,-5.2150364,-9.269622,2.2708857,-12.546608,-5.184422,-3.1558402,-6.288768,-9.308995,-3.2842011,-6.3665113,-7.1282487,-5.502723,-3.8811312,-7.686899,-2.3978238,-6.656608,-2.5885377,-0.43188474,-0.46020672,2.2796593,1.1547874,0.6360323,2.290169,4.036098,2.985021,1.3245143,2.9429224,happy
-475.0104,64.74805,-11.6566105,8.972135,-1.3624599,-4.32652,-12.854099,-12.519541,-22.508835,-9.46256,-2.3589678,-9.268344,-0.5677207,-3.740056,-10.146372,0.19732748,-11.131612,-7.457004,-3.4312644,-4.0856085,-10.389316,-3.643865,-5.62061,-8.4046135,-5.6802435,-2.3884034,-8.855573,-2.6576178,-5.491047,-4.0513577,-3.8324237,-2.5375051,-3.8434284,1.8160136,-0.5659534,4.73807,1.8876504,1.730826,0.9016104,2.9001405,happy
-634.87775,77.04579,-2.8813233,18.228151,8.792021,-3.5449212,-2.9235713,-10.810565,-13.933831,-5.6711373,-5.511651,-2.2366552,-1.255742,-8.325458,-2.6647875,-1.731523,-7.075952,-5.9192867,-3.9966412,-1.0787858,-8.653607,-3.0007675,-3.3646183,-6.336575,-2.6068735,-2.376515,-5.824426,-1.6907818,-3.1245556,-2.4756916,-3.048692,-2.8089988,-3.2685828,-2.9380739,-5.9292264,-3.6716666,-2.9941454,-3.0002756,-4.748886,-3.5988863,sad
-670.4843,72.873276,-5.1224174,16.83157,8.07315,-1.872002,-0.56346864,-9.439884,-12.272228,-6.3696404,-1.7951286,-2.1579025,-1.9174439,-4.0199776,-0.82004887,-1.0795553,-4.499712,-3.168274,-1.8992165,-0.0334545,-7.971952,-1.5145022,-1.4623287,-5.0189357,-1.5053784,-1.4203622,-4.5484543,-1.1193111,-3.7687905,-1.0662376,-1.5668812,-2.0686917,-2.5244703,-1.6422296,-4.4274516,-0.16416505,-2.0172527,-2.4775257,-4.056416,-3.261261,sad
-707.9433,70.33209,-3.9816368,16.394806,7.665536,-2.1531868,-2.0609133,-8.838734,-12.73049,-4.4454756,-1.147331,-1.5855492,-1.4445825,-3.8576822,-3.1639438,-0.286335,-5.2825,-7.181724,-0.7982679,-0.5464986,-7.2208514,-2.4526756,-3.4026449,-5.1541767,-1.9493815,-0.9015921,-3.5024421,-0.04203962,-3.7990975,0.21056971,-2.9764135,-4.1611133,-2.1258526,-1.6026565,-3.6401584,-0.9943942,-0.97100997,-2.456279,-4.884325,-3.2111259,sad
-681.6502,69.696846,0.46915486,18.170815,6.870312,-0.44826302,1.3564286,-8.938222,-14.520136,-4.7073965,-2.8978686,-3.0332134,-0.14261843,-4.885949,-3.0561068,2.1999576,-3.744821,-5.2094474,-2.0449781,-0.24154109,-7.8430214,-2.47625,-2.398621,-4.3600006,-2.43996,-0.7577461,-5.1975703,-2.790206,-2.800651,-0.08250823,-2.1095643,-1.9347621,-2.4254665,-2.9693751,-4.8703504,-1.9857111,-2.5730884,-2.0088472,-3.2734528,-3.0102918,sad
-624.8101,77.52801,0.09783771,19.884455,8.857915,-3.256848,-2.22375,-10.291403,-12.763717,-2.69495,-3.904852,-4.1572266,-0.90798897,-7.24711,-2.4668372,0.57413495,-6.842412,-4.4614453,-3.7321239,-0.69859713,-6.781902,-1.809628,-3.3180172,-6.629781,-2.819338,-1.5284665,-4.887973,0.33631647,-2.5647573,-0.61758,-3.7881548,-1.4543369,-4.144866,-2.48268,-5.13969,-1.8882735,-2.822301,-3.6318288,-3.686525,-4.283858,sad
-587.7398,62.540543,-6.0625525,12.954742,4.5477104,-4.4930053,-10.604273,-8.7653885,-18.683168,-5.465187,-2.7438278,-8.550165,0.38453674,-5.978398,-6.3351927,1.3707367,-11.189714,-4.1348557,-0.84806895,-3.2920988,-8.0812,-2.4947402,-8.771584,-4.790197,-4.681863,-1.8375655,-5.729276,-2.7981436,-3.22326,-1.6797477,-3.5090322,-3.6319323,-4.192683,-2.524725,-4.7274237,1.0487726,-0.7372235,-2.215904,-4.010747,-2.2721188,sad
-577.98413,67.7605,-7.0375943,16.876732,4.9397554,-3.4777794,-8.413764,-11.454424,-22.813314,-5.983522,-2.8746705,-8.927941,0.4575776,-6.9570003,-4.669177,1.829595,-8.299768,-5.6541367,-3.5582297,-3.196613,-9.203224,-4.816774,-3.3349092,-7.440195,-5.8242803,-1.38064,-8.370972,-1.8472544,-4.4240565,-2.2289813,-4.3265195,-3.152255,-4.214752,-3.3816924,-4.9842615,-2.8926263,-0.92370063,-0.7284993,-0.7197327,-0.3217578,sad
-557.87836,62.92364,-5.18009,16.349602,2.8336828,-3.814127,-8.793596,-11.089685,-19.799898,-4.8437257,-1.609674,-7.6002574,0.5843579,-7.919229,-4.7873898,1.7478895,-9.882435,-5.459357,-3.466506,-3.3617272,-8.5848675,-2.6624317,-3.3549585,-7.0483427,-4.0424213,-1.4286568,-7.349901,-0.14223175,-6.040752,-1.1384004,-4.3413706,-3.2771757,-4.806124,-3.8904324,-4.9389076,-2.5297618,-1.8988775,-3.0847511,-3.9164903,-2.5584521,sad
-490.88266,54.25925,-7.4870567,15.928643,-1.8539723,-3.7620165,-5.56719,-1.9980389,-15.838935,-6.1874022,-1.1881502,-6.118936,-0.94793457,-5.9448056,-4.2698436,-2.3766723,-7.8854313,-2.577199,-5.113807,-4.347992,-6.7218213,-3.2926986,-5.567199,-5.2388186,-4.341762,-1.6398294,-6.219887,1.5936171,-2.9304256,-1.0795166,0.028551893,-0.5605453,-2.76548,-2.2101161,-3.2277918,-0.030124577,-1.7449636,-0.47193137,-4.5563006,-1.5693077,angry
-467.40607,52.420807,-7.031423,10.8307705,-4.4285545,-4.9068475,-9.143121,-11.159566,-17.29675,-8.546915,-5.9205103,-8.759364,-4.6776457,-6.181968,-6.1003737,-4.014664,-11.021619,-2.449191,-7.3405037,-5.613894,-5.990827,-3.4721642,-2.7792344,-1.6105298,-2.8825755,-0.21246012,-4.124021,-0.28249934,-4.044201,-2.558202,-1.9458944,-2.7863116,-3.1022499,-2.5781815,-3.025773,1.8418628,-0.08399423,3.440638,-0.51581913,1.1878489,angry
-547.852,53.038635,-2.0177119,13.761202,-0.4474356,-2.0050335,-6.04138,-7.5075955,-15.572765,-4.4823604,-4.1543255,-5.08456,-1.071108,-6.2513943,-2.5614452,-0.626686,-8.949374,-3.1533515,-2.5529604,-5.0702133,-7.3024883,-2.5135822,-3.8307903,-5.648984,-3.9197464,-2.3185258,-5.9078765,-1.1890647,-3.0683217,-2.2971225,-1.3586402,-1.4731319,-0.9899929,-1.1038346,-2.927123,0.13577816,-1.0961785,-0.61528677,-2.6003428,-0.50588655,angry
-488.1695,54.694916,-3.3864202,10.768423,0.121067226,-4.39837,-5.445421,-8.1943865,-18.647003,-6.2122154,-3.171641,-7.064699,0.15659896,-6.523325,-5.5365644,1.0029277,-11.336968,-1.7971034,-2.1439152,-6.0620465,-7.720646,-0.8119526,-5.34292,-4.437901,-3.878722,-3.2865834,-7.0405,-1.9070436,-3.949614,-1.5069286,-1.1524138,-1.3249354,-0.043548994,-2.3342502,-3.3206809,0.8164158,-1.5101765,1.3624228,-1.9196765,-1.7709217,angry
-281.9608,38.79511,-25.803072,0.33637813,-16.025085,-7.020027,-17.174591,-16.689875,-17.486824,-11.457616,-8.344426,-6.4184804,-9.525339,-8.518446,-6.88298,-1.9056754,-10.116424,2.852041,2.3586235,5.036193,4.073009,6.5173197,5.816111,0.5082088,0.11043091,0.8472099,-3.174466,3.2679214,2.1567721,-1.5196708,-0.5537948,-1.2045082,1.7810972,0.8781957,-3.2669332,2.5988185,1.786219,1.583717,-3.3368995,-0.32830134,angry
-302.81027,42.156296,-22.560318,4.514766,-11.462321,-9.415368,-14.791269,-8.066682,-22.015171,-11.771349,-7.8800106,-12.188114,-7.0418057,-5.675289,-8.486818,-5.4493494,-17.249435,-8.477712,-7.9987097,-10.332306,-8.854511,-1.5720152,-2.0527608,2.8131204,7.420609,7.05046,1.8536469,4.9363856,-2.708396,1.5019982,4.96396,3.242655,-1.1203104,-0.48797393,-3.0886908,3.3524528,1.9990169,1.5982523,-2.908204,-0.18081407,angry
-329.68204,37.05561,-18.648388,6.549638,-9.696451,-6.251557,-13.365949,-8.641983,-21.028406,-8.458945,-4.560714,-10.382031,-3.6614401,-5.9766197,-7.696667,-0.73753095,-13.345436,-2.6788092,-4.848446,-5.5952826,-4.244586,-0.098896965,-2.3763936,-0.09666196,0.21520175,2.9356775,-0.6522833,0.5122576,-1.2488648,1.2540885,0.83888525,1.2002752,-1.8619767,0.7428742,-0.8754409,3.5796964,1.7076284,4.155754,0.9229355,2.9183989,angry
-203.71127,31.237106,-29.7649,-4.1967,-16.171604,-10.366575,-24.224531,-15.5820465,-22.46269,-13.666406,-3.876584,-12.2436075,-8.562599,-6.63368,-5.964758,-1.6022567,-8.183718,2.6915336,6.9725285,2.297976,0.60346025,3.243782,1.9122958,2.6968157,1.0177815,-1.4852363,-6.2742853,-1.2933089,-1.9117942,-0.27756605,-2.7942626,-2.52876,-1.5561434,0.25205988,-1.7292387,1.5849131,0.46256304,2.8834336,-2.1163967,-2.4053993,angry
-556.8871,65.23701,-0.88441277,15.528003,9.315155,-3.4577763,-4.75956,-9.59,-14.681816,-2.4063623,-4.3896494,-1.3501872,2.8211205,-5.950896,0.29738212,4.5817943,-6.437939,-3.3915462,-1.7722456,-2.5688565,-6.8432937,-0.9326842,-3.9576643,-4.7166314,-2.1382685,-0.54232854,-4.7933087,0.70975757,-5.084687,-0.9220819,-2.387239,-1.9862177,-3.4390883,-1.6219784,-5.0305634,-2.3776696,-1.0525194,-0.97810465,-1.4736573,0.29152927,fearful
-567.487,65.36763,-8.041981,10.584493,4.971397,-5.184732,-9.513165,-14.307926,-19.514025,-4.8828053,-4.197841,-7.5470448,-0.60285974,-8.201453,-2.8359308,2.7335048,-9.388875,-5.6641273,-3.4752731,-4.1663737,-7.37329,-2.0395932,-5.7081776,-6.1352124,-4.2085495,-2.376897,-6.9168544,-1.0877366,-4.5618896,-3.299412,-4.882916,-1.8697983,-3.2395093,1.0426626,-1.4028858,1.5495741,1.8602052,1.6359074,-2.1753232,0.3999115,fearful
-589.57043,65.85815,5.001099,19.115839,8.962848,2.2062826,-3.108552,-7.925137,-11.226554,-1.312021,-1.8129709,-1.4567814,1.521924,-3.889041,-0.21205297,3.4482944,-3.8070805,-2.59912,0.5249794,2.1992974,-7.1305637,-0.9666946,-2.4380462,-4.136274,-3.61499,-0.43760648,-4.6607456,0.42927378,-3.1756508,-1.2889688,-2.3439047,-1.1812257,-3.2494993,-2.09385,-4.460516,-1.9593052,-1.0032171,-1.560655,-3.8304586,-2.798908,fearful
-572.24146,73.2304,-4.453161,18.55243,8.006945,-0.5232409,-4.9768376,-13.243359,-13.188246,-1.2169544,-1.4427079,-1.7660649,0.0912654,-4.5880613,0.94868624,0.4715652,-3.6352062,-4.375127,-0.31326717,1.804372,-8.524257,0.2837586,-3.5729864,-4.4760914,-2.719838,-1.9265735,-6.030081,0.2766755,-4.644814,-1.3391184,-3.1704264,-0.7512249,-5.2249494,-2.9012597,-5.6857753,-1.2584715,-0.8026711,-2.702006,-4.1529126,-3.7433002,fearful
-381.20517,46.213753,-16.11262,11.222985,0.3650562,2.1569877,-8.653439,-11.128907,-17.983053,-5.915207,-0.6162263,-4.3829827,-1.8227851,-4.6169214,-3.6953335,7.343104,-4.236615,-7.1119523,-1.6815708,-3.0429177,-9.075514,0.28423026,-1.9224769,0.108372524,0.63557035,7.518638,0.2721451,5.0783896,4.385578,0.9734949,6.2910295,6.464178,2.330305,4.8571825,-2.2527199,1.0797628,3.432509,4.586207,0.50621367,2.7642057,fearful
-345.00552,53.832165,-23.191202,-2.9327543,1.2612115,-2.2451472,-14.61324,-17.309965,-22.67938,-11.397805,-7.083717,-12.531209,-9.080573,-8.487774,-6.491276,2.7733843,-12.10728,-10.076799,-3.283378,-5.0582123,-9.542676,-2.6077785,1.1848423,4.3669276,6.184859,10.785545,3.162818,5.892459,3.5916524,5.881636,8.695486,5.88287,0.38548672,-0.21831477,-3.024437,2.8309824,3.3751833,1.1134937,-3.8008182,-1.7252666,fearful
-327.22842,38.10477,-20.152472,-1.265624,-8.63289,-4.885596,-13.674495,-19.788267,-20.102554,-11.717584,-5.8508706,-10.589451,-9.681366,-8.227257,-8.597699,3.9817805,-12.3323345,-7.4992647,-2.8675165,-2.4843855,-5.666286,-1.1533219,1.1256677,3.86119,7.853838,14.166328,6.3271594,7.7791343,0.8076834,0.45314673,1.7253752,3.8434982,3.5352392,0.55249554,-3.3429604,2.3689628,3.3272965,2.6127622,-1.2796069,-0.8279184,fearful
-372.55228,51.752296,-19.79276,0.40403175,-2.4023724,0.48074058,-16.220163,-15.567818,-19.226675,-13.107581,1.3469815,-9.818464,-8.82035,-8.300779,-7.166811,3.1241071,-11.655762,-8.318049,-1.5688089,-6.4425497,-9.16103,-2.5886476,-0.92269605,1.2676567,2.5136194,8.458217,4.39282,8.428198,6.0135016,4.352053,4.771456,3.5892591,1.6481377,2.3794918,-1.8079565,5.578155,1.1025269,0.88766986,-2.7002606,1.0796396,fearful
-608.10876,74.05153,-3.7700224,12.989512,4.8434834,-0.29351902,-9.097124,-8.4314375,-17.47217,-5.618697,-0.8769346,-10.050179,-2.0687003,-8.900199,-1.4770007,-3.8332918,-8.542456,-3.8639297,-5.618012,-3.0695407,-7.0514984,0.5529021,-7.132628,-3.2201827,-2.9133127,-2.475693,-4.1189704,-0.5368211,-3.921601,0.9125014,-2.0191698,0.8508216,-2.268557,0.068171926,-2.6712153,-0.3710203,-2.4030533,0.2869516,-3.649705,-1.5190768,disgust
-570.6642,64.86812,-1.060184,5.253758,4.068414,-0.17848793,-11.513788,-8.216217,-16.826477,-5.7203794,0.08673765,-7.555612,-4.1504335,-5.872661,-2.5720303,-3.2435288,-7.020302,-3.481053,-2.5431163,-0.6216641,-6.5244083,0.893084,-8.106054,-2.6590352,-2.8516655,-1.8080574,-5.797595,0.5675035,-2.5059352,1.6103784,-2.4924612,0.9301157,-2.6437595,-1.1674379,-1.776238,1.9525924,-0.36796483,1.7902917,-2.0587988,-1.2057018,disgust
-618.00977,81.75967,5.143255,17.117785,2.1418347,4.153972,-6.379088,-14.638542,-9.802097,-3.2726498,-3.2458751,-4.1042876,-1.3867999,-7.0451407,-1.9322546,0.26515028,-7.9521804,-3.0350342,-2.6299198,-3.6688445,-10.200774,-0.35239875,-3.5615387,-5.085666,-5.498486,-2.8122284,-5.3488345,-2.1896958,-3.4652057,-2.163342,-5.0448036,-2.084636,-5.3577523,-2.2937584,-5.76242,-1.6528168,-3.0594254,-3.6189654,-6.4400353,-3.3960721,disgust
-615.58765,69.54795,-1.447882,13.171685,-0.5882068,4.2653694,-7.17142,-13.238632,-9.752042,-2.0670476,-0.040096812,-5.222174,-0.759404,-8.1720705,-1.7537233,-0.03299122,-7.716242,-3.2985306,-1.8464552,-2.456936,-7.59911,-2.320668,-4.411737,-4.5119534,-5.3756914,-1.6348438,-5.499183,-0.79974174,-2.4468281,-2.303859,-4.1046457,-2.1760044,-4.650237,-2.3784773,-5.674201,-2.7200642,-2.561273,-0.8098305,-4.1596866,-2.0882215,disgust
-434.45212,53.705257,-3.9677885,-7.0210414,-10.349297,-2.1920693,-15.1320095,-20.78881,-17.664001,-10.190953,-5.4927382,-5.026477,-9.43798,-7.408103,-6.613085,-8.085607,-9.279678,-3.7129183,-9.083761,-5.7248573,-11.253921,-4.0209126,-3.316247,0.6332503,0.538457,0.760379,-0.72082186,4.2468886,1.8498071,3.3433766,1.7738497,4.594558,0.29379973,2.4531612,2.2749355,2.2955704,-0.4263948,0.93039614,-2.4442022,-0.6022926,disgust
-446.05127,47.95513,-8.209036,1.8928344,-9.66536,-7.9437294,-20.97265,-17.996769,-11.194995,-8.13829,-7.0824857,-8.804702,-9.36373,-12.187659,-5.089353,-1.9726957,-11.904508,-1.5314327,-7.3113027,-5.754774,-6.5643134,-4.48714,-2.0418437,-1.7282315,-1.6007354,0.59067994,-4.317957,-1.3856399,-3.2339299,1.4647357,0.9145926,3.3860059,0.94668925,1.4115889,0.36830497,3.4152982,1.3928361,-0.41940653,-4.5047474,-1.9832008,disgust
-454.9489,58.291527,12.474754,-0.9419941,-9.753719,0.6303098,-15.958982,-21.417986,-7.2298517,-11.688664,-11.805817,-4.1062746,-10.291333,-14.850829,-6.7392807,-6.469527,-16.721323,-6.633051,-7.1701794,-7.15895,-10.903409,-5.1929526,-9.226734,-5.2214956,-5.987142,0.91363436,-5.680391,4.937634,-0.14623085,3.223337,0.055569753,0.7336825,-3.8834307,1.319025,-0.8128048,2.9276273,0.74497014,2.405693,0.29468608,1.5569768,disgust
-427.76328,59.560143,-1.5502203,-0.33475107,-5.806928,-2.8845139,-19.334208,-21.564363,-11.722755,-8.262382,-9.703202,-8.8869295,-10.2149315,-9.008382,-7.6578274,-1.3432962,-11.11489,-4.2183604,-5.5111213,-4.9314103,-8.848617,-4.521577,-5.663449,-5.3454165,-6.7050705,-2.287478,-6.417493,-0.498655,-0.84883326,2.7938735,1.3018411,2.1733358,-0.93923247,0.28241026,-0.18760033,4.1025124,0.41151223,-0.025066523,-1.3705959,-0.83332616,disgust
-632.82214,61.79408,-0.5826766,9.61784,5.231896,-3.1074872,-6.968034,-7.6794157,-11.350558,-7.0204496,-0.30548823,-6.1307673,-1.0003412,-5.719765,-5.2665563,0.08391617,-9.724216,-4.469452,-3.1505075,-3.5455668,-6.556196,-3.434189,-5.270883,-6.634581,-2.6908453,-2.0647597,-6.563456,-0.5253425,-4.659638,-2.213781,-3.8918161,-4.121522,-1.16223,-1.9549356,-2.7381983,0.47001466,0.2896401,0.24959369,-2.4298174,-1.7815093,surprised
